house_room,house,house_area,total_price,unit_price
3室1厅,金盾公寓 ,93.53,326.0,34856.0
3室2厅,翠屏湾花园城 ,128.77,259.0,20114.0
4室2厅,南京恒大绿洲 ,164.2,425.0,25884.0
2室2厅,君园 ,68.64,343.0,49971.0
2室2厅,天元吉第城 ,86.7,226.0,26067.0
3室2厅,金陵大公馆 ,143.61,630.0,43869.0
3室1厅,抄纸巷 ,77.48,263.0,33945.0
5室3厅,腾达雅苑 ,151.86,428.0,28184.0
3室1厅,今日家园丹桂居 ,94.99,360.0,37899.0
3室1厅,汉中门外大街 ,77.24,348.0,45055.0
3室2厅,名城世纪园 ,115.87,470.0,40563.0
2室2厅,西苑 ,90.48,202.0,22326.0
2室2厅,东渡新锐大厦 ,56.31,309.0,54875.0
3室2厅,阳光聚宝山庄 ,128.0,365.0,28516.0
3室2厅,曙光里 ,108.41,305.0,28134.0
4室3厅,腾达雅苑 ,147.02,428.0,29112.0
2室2厅,御水湾花园 ,89.67,355.0,39590.0
3室2厅,滨江奥城静思苑 ,133.14,560.0,42061.0
3室2厅,裕华名居 ,134.87,558.0,41374.0
3室2厅,枫情国度尚园 ,110.41,368.0,33331.0
2室1厅,紫竹林 ,53.37,150.0,28106.0
3室1厅,天平新村 ,67.43,250.0,37076.0
2室1厅,后宰门街32号 ,60.54,187.0,30889.0
3室2厅,明发滨江新城三期 ,130.85,305.0,23310.0
3室2厅,东郊小镇第三街区 ,103.69,220.0,21218.0
2室1厅,芳草园 ,63.04,450.0,71384.0
2室2厅,江岸水城 ,79.6,165.0,20729.0
2室2厅,东城水岸 ,99.3,392.0,39477.0
2室2厅,托乐嘉贵邻居 ,85.9,265.0,30850.0
3室2厅,亲水湾花园 ,102.88,279.0,27119.0
2室1厅,景明佳园映景苑 ,73.62,186.0,25265.0
3室2厅,馨怡园 ,113.94,330.0,28963.0
2室2厅,香缇丽舍 ,91.04,289.0,31745.0
2室2厅,威尼斯水城第十街区 ,93.56,198.0,21163.0
3室2厅,威尼斯水城第十街区 ,87.07,210.0,24119.0
2室2厅,丹佛小镇 ,77.08,190.0,24650.0
2室2厅,托乐嘉贵邻居 ,76.58,235.0,30687.0
2室2厅,银轮花园 ,70.18,280.0,39898.0
3室1厅,龙福花园 ,77.54,216.0,27857.0
2室2厅,云锦美地丽云居 ,92.0,359.0,39022.0
2室2厅,名城世纪园 ,65.91,248.0,37628.0
4室2厅,云燕园小区 ,87.65,275.0,31375.0
4室3厅,江南青年城翠湾苑 ,156.61,320.0,20433.0
4室2厅,阳光雅居 ,131.49,290.0,22055.0
3室2厅,文化名园上筑园 ,104.48,332.0,31777.0
3室1厅,白云新寓 ,70.69,172.0,24332.0
3室2厅,金虹花园 ,109.97,372.0,33828.0
3室2厅,雯锦雅苑 ,117.06,330.0,28191.0
2室2厅,佳盛花园 ,83.34,235.0,28198.0
3室2厅,华阳佳园华明苑 ,124.06,466.0,37563.0
5室2厅,明发滨江新城三期 ,176.08,350.0,19878.0
3室2厅,天泓山庄竹山苑 ,133.1,430.0,32307.0
2室1厅,爱达花园兰花园 ,66.11,185.0,27984.0
3室2厅,翠屏国际广场苑 ,110.34,308.0,27914.0
3室1厅,翠岛花城柳丝苑 ,118.83,410.0,34504.0
2室1厅,樱驼花园跃新园 ,60.98,172.0,28206.0
4室2厅,文化名园云水苑 ,190.44,570.0,29931.0
2室2厅,南城美境 ,84.21,275.0,32657.0
3室2厅,天润城第十四街区 ,89.32,200.0,22392.0
3室1厅,月苑综合楼 ,76.16,208.0,27311.0
3室2厅,湖滨世纪花园 ,116.68,275.0,23569.0
2室1厅,建设新村 ,63.65,240.0,37707.0
2室2厅,墨香山庄 ,92.67,290.0,31294.0
2室2厅,银城东苑东篱苑 ,102.79,435.0,42320.0
3室2厅,御水湾花园 ,120.97,465.0,38440.0
2室1厅,广州路41号 ,59.55,185.0,31067.0
2室1厅,雍园 ,61.59,220.0,35721.0
2室2厅,城开家园 ,99.63,355.0,35632.0
2室2厅,苏宁馨瑰园 ,90.73,485.0,53456.0
2室2厅,钟山晶典苑 ,86.79,282.0,32493.0
2室1厅,定淮门大街 ,55.83,265.0,47466.0
3室2厅,明华清园 ,152.22,750.0,49271.0
3室1厅,樱驼花园颂和园 ,80.77,240.0,29715.0
2室1厅,金陵村 ,52.37,112.0,21387.0
3室2厅,明发滨江新城二期 ,118.99,275.0,23112.0
3室1厅,北苑一村 ,67.0,200.0,29851.0
3室2厅,金蕊家苑 ,105.81,338.0,31945.0
1室1厅,马府新村 ,41.22,128.0,31053.0
2室1厅,石门坎2号 ,63.68,178.0,27953.0
2室2厅,金东城雅居 ,80.56,210.0,26068.0
2室2厅,润富花园 ,90.67,182.0,20073.0
3室1厅,上海路新村 ,72.08,210.0,29135.0
3室2厅,欧洲城凯旋丽都花园 ,112.22,490.0,43665.0
2室2厅,锦绣花园金桂园 ,71.79,165.0,22984.0
2室1厅,凤凰西街269-275号 ,49.18,190.0,38634.0
2室1厅,威尼斯水城第八街区 ,70.66,200.0,28305.0
3室2厅,阅城国际花园怡然园 ,129.36,540.0,41744.0
3室2厅,天成苑 ,119.29,417.0,34957.0
3室2厅,凯悦天琴花园 ,139.63,535.0,38316.0
2室1厅,清河新寓二村 ,59.97,398.0,66367.0
2室2厅,百家湖国际花园 ,101.06,256.0,25332.0
3室2厅,后标营28号 ,97.19,350.0,36012.0
3室2厅,东渡国际青年城 ,102.31,298.0,29128.0
3室1厅,华安新村 ,65.57,232.0,35383.0
3室1厅,安怀新村 ,63.74,160.0,25102.0
3室1厅,三步两桥 ,95.53,315.0,32974.0
3室2厅,弘阳旭日上城一区 ,112.79,260.0,23052.0
3室2厅,托乐嘉贵邻居 ,87.29,289.0,33109.0
2室0厅,凤凰街84号 ,54.28,210.0,38689.0
3室1厅,安将军巷 ,65.19,219.0,33595.0
2室1厅,华电一宿舍 ,64.79,152.0,23461.0
3室1厅,爱达花园兰花园 ,85.7,265.0,30922.0
3室2厅,锦绣花园丹桂园 ,116.89,260.0,22244.0
4室2厅,翠屏清华园 ,195.36,395.0,20220.0
3室2厅,东郊小镇第二街区 ,113.21,195.0,17225.0
4室2厅,良城美景家园 ,192.31,680.0,35360.0
5室2厅,怡康新寓 ,149.16,390.0,26147.0
2室2厅,融侨中央花园2期 ,90.79,385.0,42406.0
3室2厅,江东北路 ,83.49,420.0,50306.0
2室1厅,营苑西村 ,80.99,208.0,25683.0
2室1厅,富贵园公寓 ,67.4,215.0,31900.0
2室1厅,四方新村六村 ,75.49,158.0,20930.0
2室1厅,定淮门大街 ,76.54,295.0,38542.0
2室2厅,新亭路182号 ,75.08,181.0,24108.0
2室1厅,来凤街 ,55.46,162.0,29211.0
2室1厅,营苑新寓 ,69.33,162.0,23367.0
2室1厅,金陵村 ,67.33,163.0,24210.0
3室1厅,东城水岸 ,108.95,438.0,40202.0
4室1厅,东方城晨曦园 ,156.54,500.0,31941.0
3室2厅,怡馨花园 ,107.26,347.0,32352.0
3室2厅,亚东城西区 ,107.62,366.0,34009.0
2室2厅,凤凰和美 ,88.93,338.0,38008.0
3室2厅,万科金色领域 ,89.04,292.0,32795.0
2室1厅,威尼斯水城第五街区 ,91.38,198.0,21668.0
3室1厅,芳草园 ,95.03,502.0,52826.0
3室2厅,南京恒大绿洲 ,94.79,288.0,30383.0
3室2厅,诚品城 ,90.49,243.0,26854.0
3室2厅,保利罗兰香谷 ,94.72,277.0,29245.0
3室1厅,演武新村 ,65.56,198.0,30202.0
3室1厅,汉口路 ,76.79,293.7,38248.0
3室1厅,洪武路 ,65.58,210.0,32022.0
3室2厅,旭日景城 ,104.25,346.0,33190.0
2室2厅,威尼斯水城第一街区 ,95.94,215.0,22410.0
2室1厅,蒋王庙街14号 ,55.09,134.0,24324.0
3室2厅,合家春天 ,101.7,255.0,25074.0
3室2厅,九九公寓 ,114.97,465.0,40446.0
2室2厅,馨怡园 ,92.97,280.0,30118.0
1室1厅,钓鱼巷小区 ,45.87,130.0,28341.0
2室1厅,文体西村 ,58.23,175.0,30054.0
2室1厅,芝嘉花园 ,64.89,150.0,23117.0
2室1厅,常府街 ,57.42,185.0,32219.0
3室1厅,东郊小镇第四街区 ,48.53,135.0,27818.0
3室1厅,左岸名苑月桂阁 ,136.68,390.0,28534.0
2室2厅,爱达花园兰花园 ,64.0,180.0,28125.0
2室2厅,金舟花园 ,68.39,365.0,53371.0
3室2厅,幸福美地花园 ,90.74,190.0,20939.0
2室1厅,高教新村 ,78.02,275.0,35248.0
2室1厅,秦淮教师公寓 ,71.04,206.0,28998.0
2室1厅,北苑之星花园 ,86.72,290.0,33441.0
2室2厅,御水湾花园 ,60.55,288.0,47564.0
3室2厅,合家春天 ,101.7,265.0,26058.0
3室2厅,江南名府 ,114.1,440.0,38563.0
3室2厅,江南名府 ,126.06,465.0,36888.0
4室2厅,天地新城天心座 ,158.55,320.0,20183.0
5室2厅,月牙湖花园 ,180.57,628.0,34779.0
5室2厅,凤凰西街152号 ,92.7,380.0,40993.0
3室2厅,金信花园 ,138.01,598.0,43331.0
5室2厅,金陵尚府 ,232.19,930.0,40054.0
3室1厅,北苑二村 ,92.59,259.0,27973.0
2室2厅,金湾花园 ,90.84,373.0,41062.0
3室2厅,四方新村二村 ,111.66,265.0,23733.0
3室2厅,东郊小镇第三街区 ,117.14,240.0,20489.0
2室2厅,百家湖西花园伦敦城 ,86.04,248.0,28824.0
4室3厅,锦绣花园紫桂园 ,145.29,245.0,16863.0
3室2厅,阳光广场 ,126.1,420.0,33307.0
2室2厅,中浩学府风景 ,81.73,180.0,22024.0
3室1厅,锦绣花园丹桂园 ,86.68,169.0,19498.0
3室1厅,天润城第十四街区 ,86.54,197.0,22765.0
3室2厅,阳光嘉园 ,126.31,410.0,32460.0
2室2厅,明月港湾月亮湾 ,89.72,235.0,26193.0
3室2厅,世纪东山 ,110.11,260.0,23613.0
2室2厅,康盛花园 ,101.43,350.0,34507.0
3室2厅,煤炭设计院小区 ,100.63,208.0,20670.0
3室2厅,黄埔鑫园 ,107.62,380.0,35310.0
3室2厅,威尼斯水城第八街区 ,109.97,258.0,23461.0
3室2厅,华汇康城 ,117.92,232.0,19675.0
3室1厅,百合果园 ,92.64,400.0,43178.0
2室2厅,观城 ,65.15,268.0,41136.0
2室1厅,观城 ,79.14,315.0,39803.0
2室2厅,丹佛小镇 ,77.24,197.0,25505.0
2室1厅,四方新村一村 ,61.21,170.0,27774.0
2室2厅,天润城第六街区 ,89.35,179.0,20034.0
1室1厅,话园 ,38.37,120.0,31275.0
3室2厅,嘉景苑 ,130.97,710.0,54211.0
2室1厅,老虎桥 ,76.95,396.0,51462.0
3室2厅,佳盛花园 ,96.8,263.0,27170.0
3室2厅,虹苑新寓三村 ,64.49,226.0,35045.0
2室2厅,北晨雅居 ,87.59,185.0,21122.0
3室1厅,花园路15号 ,92.33,267.0,28919.0
2室2厅,威尼斯水城第六街区 ,82.62,190.0,22997.0
2室2厅,威尼斯水城第十街区 ,85.99,200.0,23259.0
3室2厅,明月港湾翠堤湾 ,100.07,275.0,27481.0
2室2厅,金陵名人居 ,112.92,475.0,42066.0
3室2厅,江南青年城翠湾苑 ,106.26,238.0,22398.0
3室1厅,港口小区 ,86.02,190.0,22088.0
2室2厅,天润城第十二街区 ,88.9,200.0,22498.0
3室2厅,明月港湾彩云湾 ,106.06,270.0,25458.0
2室1厅,东福金座 ,87.48,180.0,20577.0
2室1厅,云谷山庄 ,68.0,206.0,30295.0
3室2厅,旭日景城 ,166.49,490.0,29432.0
4室2厅,碧水湾花园 ,143.5,350.0,24391.0
2室2厅,威尼斯水城第七街区 ,85.02,190.0,22348.0
2室2厅,名城世家花园 ,81.98,280.0,34155.0
2室1厅,兴贤佳园 ,70.36,166.0,23593.0
4室3厅,翠屏湾花园城 ,111.88,310.0,27709.0
3室2厅,挪威森林 ,98.91,276.0,27905.0
2室2厅,名嘉佳园小区 ,78.63,221.0,28107.0
2室2厅,蔚蓝之都 ,130.16,430.0,33037.0
6室2厅,映山菁华 ,140.92,498.0,35340.0
3室2厅,天润城第十一街区 ,88.59,217.0,24495.0
3室2厅,御道家园 ,132.26,550.0,41585.0
2室2厅,红森公寓 ,89.48,265.0,29616.0
3室1厅,北祖师庵 ,60.21,145.0,24083.0
3室2厅,文荟福邸 ,104.0,230.0,22116.0
6室3厅,叠彩丽庭 ,126.34,660.0,52240.0
3室1厅,钓鱼巷小区 ,75.74,206.0,27199.0
5室2厅,东郊小镇第三街区 ,141.81,248.0,17489.0
2室1厅,石头城新村 ,46.55,142.0,30505.0
2室1厅,腾飞园 ,60.74,186.0,30623.0
3室2厅,赛世香樟园 ,119.6,375.0,31355.0
3室1厅,公园路44号 ,68.55,215.0,31364.0
3室1厅,兴贤佳园 ,69.81,160.0,22920.0
3室2厅,东方城初阳园 ,96.86,315.0,32522.0
3室1厅,佳盛花园 ,82.4,263.0,31918.0
3室1厅,万科金域蓝湾 ,117.77,420.0,35663.0
3室2厅,威尼斯水城第七街区 ,118.63,258.0,21749.0
2室1厅,清凉山庄 ,72.36,280.0,38696.0
1室1厅,凤鸣苑 ,42.42,133.0,31354.0
2室1厅,华电新村 ,51.14,130.0,25421.0
2室1厅,四方新村五村 ,76.27,195.0,25568.0
2室1厅,康居里 ,61.38,166.0,27045.0
2室1厅,凤凰花园城静幽园 ,72.12,319.0,44232.0
4室2厅,积善新寓丰勤园 ,148.96,420.0,28196.0
2室1厅,罗汉巷 ,76.35,270.0,35364.0
2室1厅,罗汉巷 ,76.35,270.0,35364.0
4室2厅,美丽新世界金德茂花园 ,140.73,330.0,23450.0
4室2厅,天泰花园 ,158.0,275.0,17406.0
2室1厅,梅花山庄丽景苑 ,68.43,252.0,36826.0
2室1厅,营苑新寓 ,45.35,107.0,23595.0
2室2厅,紫气钟山 ,66.22,220.0,33223.0
5室3厅,庆园 ,202.82,568.0,28006.0
2室1厅,弓箭坊小区 ,70.56,198.0,28062.0
3室2厅,赛世香樟园 ,110.39,355.0,32159.0
2室1厅,北苑一村 ,71.76,195.0,27174.0
2室2厅,碧水湾花园 ,80.9,210.0,25958.0
2室1厅,琥珀巷高层小区 ,71.23,250.0,35098.0
3室2厅,龙蟠花苑南园 ,127.4,399.0,31319.0
2室2厅,天润城第十街区 ,81.06,183.6,22650.0
2室1厅,御河新村 ,51.26,185.0,36091.0
2室1厅,爱达花园兰花园 ,64.0,168.0,26250.0
2室1厅,煤炭设计院小区 ,61.93,142.0,22930.0
3室1厅,小火瓦巷 ,67.72,245.0,36179.0
2室1厅,五福巷 ,49.89,145.0,29064.0
3室2厅,碧水湾西园 ,109.44,280.0,25585.0
3室2厅,银河湾紫苑 ,104.35,240.0,23000.0
2室2厅,天华硅谷 ,88.81,196.0,22070.0
4室2厅,广兴花园 ,135.94,308.0,22658.0
4室2厅,芙蓉园 ,125.86,289.0,22963.0
2室1厅,热河南路 ,69.11,194.0,28072.0
4室2厅,桥北花苑 ,132.83,266.0,20026.0
3室1厅,揽月山庄 ,102.78,190.0,18487.0
2室1厅,月光广场 ,92.17,310.0,33634.0
2室1厅,铁匠营 ,49.14,145.0,29508.0
3室2厅,天润城第八街区 ,91.58,202.0,22058.0
3室2厅,21世纪现代城 ,135.5,335.0,24724.0
2室1厅,金陵新九村 ,70.91,165.0,23269.0
3室1厅,剑阁路 ,87.07,696.0,79936.0
2室2厅,龙凤花园腾龙里 ,89.0,420.0,47192.0
3室2厅,江岸水城 ,89.11,192.0,21547.0
3室2厅,时代雅居 ,122.73,298.0,24281.0
2室2厅,江岸水城 ,83.03,178.0,21439.0
2室1厅,中心村78号 ,81.79,196.0,23964.0
2室2厅,东郊小镇第四街区 ,77.39,172.0,22226.0
2室2厅,海润枫景家园 ,86.03,173.0,20110.0
2室1厅,宏图上福园北园 ,85.83,415.0,48352.0
3室2厅,龙蟠花苑南园 ,127.4,399.0,31319.0
2室2厅,天润城第十街区 ,81.06,183.6,22650.0
2室1厅,御河新村 ,51.26,185.0,36091.0
1室1厅,和会街 ,40.99,135.0,32935.0
2室2厅,天地新城天玑座 ,85.24,219.0,25693.0
3室2厅,南航揽翠苑 ,138.66,345.0,24882.0
3室2厅,御水湾花园 ,106.53,416.0,39051.0
3室2厅,卫桥新村 ,86.9,315.0,36249.0
2室2厅,左岸名苑月桂阁 ,90.5,260.0,28730.0
2室1厅,中建八局 ,51.56,126.0,24438.0
2室1厅,华保新寓 ,64.11,237.0,36968.0
2室1厅,东郊小镇第八街区 ,45.51,115.0,25270.0
2室1厅,曹后村 ,56.09,134.0,23891.0
2室1厅,虎踞关60号 ,57.1,332.0,58144.0
4室2厅,天地新城天琴座 ,192.04,410.0,21350.0
3室2厅,东城水岸 ,132.5,528.0,39850.0
3室2厅,翰香苑 ,90.71,206.0,22710.0
2室2厅,滨江奥城听雨苑 ,107.18,465.0,43385.0
3室2厅,龙翔鸣翠苑 ,127.47,390.0,30596.0
2室2厅,滨江奥城听雨苑 ,107.18,465.0,43385.0
3室2厅,龙翔鸣翠苑 ,127.47,390.0,30596.0
2室2厅,万达江南明珠 ,93.11,310.0,33294.0
3室1厅,光华园 ,71.97,200.0,27790.0
2室2厅,天润城第十街区 ,79.59,180.0,22616.0
2室1厅,中和园 ,84.97,300.0,35307.0
3室2厅,宁和新寓 ,111.46,472.0,42348.0
2室2厅,东渡新锐大厦 ,56.31,270.0,47949.0
3室2厅,良城美景家园 ,107.03,370.0,34570.0
3室1厅,宏图上花园 ,117.21,468.0,39929.0
2室2厅,万达西地二期 ,79.9,338.0,42303.0
2室1厅,宇园 ,61.85,171.0,27648.0
2室1厅,锁金村80号 ,49.88,155.0,31075.0
2室1厅,进香河 ,62.81,275.0,43783.0
2室2厅,芙蓉园 ,66.89,170.0,25415.0
2室2厅,银河湾福苑 ,92.0,425.0,46196.0
2室2厅,弘阳旭日上城一区 ,98.16,228.0,23228.0
2室1厅,西一巷 ,49.65,180.0,36254.0
2室1厅,新河一村 ,56.03,291.0,51937.0
2室1厅,雨花新村三村 ,63.2,145.0,22944.0
2室1厅,莫愁花园牡丹里 ,71.63,252.0,35181.0
3室1厅,康定里 ,77.58,287.0,36995.0
3室2厅,威尼斯水城第七街区 ,143.57,299.0,20827.0
2室2厅,东郊小镇第四街区 ,80.29,170.0,21174.0
5室2厅,云锦美地绮云居 ,187.28,495.0,26432.0
4室2厅,南京恒大绿洲 ,167.3,408.0,24388.0
2室2厅,左邻右里 ,89.29,275.0,30799.0
3室2厅,青山湾花园 ,108.64,270.0,24853.0
3室2厅,天地新城天心座 ,115.76,350.0,30235.0
3室2厅,天润城第九街区 ,114.34,268.0,23439.0
3室2厅,嘉景苑 ,120.51,650.0,53938.0
3室1厅,黑龙江路26号 ,97.73,348.0,35609.0
4室2厅,方圆绿茵 ,161.9,400.0,24707.0
3室1厅,小杨村小区 ,72.0,270.0,37500.0
3室2厅,百家湖国际花园 ,82.15,230.0,27998.0
3室2厅,万和源居 ,122.48,490.0,40007.0
3室1厅,康润园 ,78.69,210.0,26687.0
5室2厅,凤悦天晴花园 ,207.77,350.0,16846.0
2室2厅,天润城第十街区 ,80.91,186.0,22989.0
3室2厅,天润城第九街区 ,114.34,268.0,23439.0
3室1厅,白鹭花园凤栖苑 ,80.67,260.0,32231.0
3室1厅,怡景花园 ,77.55,498.0,64217.0
5室2厅,黄埔鑫园 ,172.03,620.0,36041.0
2室2厅,东方城启明园 ,76.36,252.0,33002.0
5室4厅,梅花山庄园中苑 ,218.03,530.0,24309.0
2室2厅,蓝旗新村 ,65.47,185.0,28258.0
3室2厅,天地新城天心座 ,115.76,350.0,30235.0
3室1厅,白鹭小区新声巷 ,63.11,198.0,31374.0
2室1厅,梅花山庄丽景苑 ,68.45,250.0,36524.0
2室1厅,金陵新五村 ,50.62,130.0,25682.0
3室2厅,清江西苑 ,135.63,560.0,41289.0
3室2厅,鸿福苑 ,94.69,335.0,35379.0
4室2厅,星雨华府 ,132.78,500.0,37657.0
3室2厅,张公桥小区 ,131.98,325.0,24625.0
2室2厅,万科光明城市东苑 ,103.93,498.0,47917.0
2室2厅,天润城第十街区 ,81.96,191.0,23305.0
3室2厅,蓝岸尚城 ,59.68,215.0,36026.0
2室1厅,武定门北巷 ,51.78,158.0,30514.0
3室2厅,仙龙湾山庄 ,132.02,418.0,31662.0
2室2厅,海润枫景家园 ,77.03,155.0,20123.0
2室1厅,凤凰和美 ,89.19,340.0,38121.0
2室1厅,瑞金路二号四号小区 ,54.78,213.0,38883.0
2室2厅,白鹭东苑 ,85.12,245.0,28783.0
2室1厅,江滨新寓 ,57.59,196.0,34034.0
3室1厅,虎踞路 ,79.1,336.0,42478.0
4室2厅,苏宁千秋情缘花园 ,160.8,780.0,48508.0
2室1厅,华盛园 ,41.34,115.0,27819.0
2室1厅,健园 ,60.94,198.0,32491.0
2室2厅,武夷绿洲观竹苑 ,100.24,263.0,26238.0
1室2厅,金马郦城西区 ,49.26,199.0,40398.0
2室1厅,鼓教新村 ,67.97,218.0,32073.0
1室1厅,观城 ,63.33,253.0,39950.0
2室2厅,东渡新锐大厦 ,70.06,305.0,43535.0
3室2厅,天润城第十一街区 ,86.5,208.0,24047.0
2室2厅,威尼斯水城第四街区 ,92.0,215.0,23370.0
2室2厅,莱茵东郡 ,103.04,285.0,27660.0
3室2厅,天元吉第城 ,44.17,165.0,37356.0
2室1厅,金陵新五村 ,62.35,138.0,22134.0
3室2厅,百家湖国际花园 ,132.98,360.0,27072.0
3室1厅,紫竹林28号 ,84.93,295.0,34735.0
3室1厅,月光广场 ,124.42,368.0,29578.0
2室2厅,湖北路28号 ,64.75,175.0,27028.0
3室2厅,苏宁千秋情缘知心园 ,141.78,618.0,43589.0
3室1厅,仁恒翠竹园 ,130.94,535.0,40859.0
2室1厅,集庆路 ,51.67,160.0,30966.0
2室2厅,金贸新村 ,78.95,230.0,29133.0
2室1厅,兴贤佳园近贤苑 ,65.19,158.0,24237.0
2室2厅,御水湾花园 ,92.18,340.0,36885.0
3室1厅,典雅居 ,92.8,338.0,36423.0
3室1厅,百步坡 ,75.11,612.0,81481.0
3室2厅,采菊东篱 ,130.12,350.0,26899.0
2室1厅,森林湾花园东区 ,82.74,230.0,27798.0
3室2厅,阳光聚宝山庄 ,140.44,398.0,28340.0
2室1厅,钟山山庄 ,66.94,180.0,26890.0
3室2厅,良城美景家园 ,109.45,330.0,30151.0
3室2厅,凯悦天琴花园 ,138.44,505.0,36478.0
3室1厅,百步坡 ,75.11,612.0,81481.0
3室2厅,托乐嘉旺邻居 ,139.88,430.0,30741.0
2室2厅,黑龙江路二巷 ,77.9,200.0,25674.0
3室2厅,明月花园 ,109.96,285.0,25919.0
3室2厅,天华硅谷 ,114.39,246.0,21506.0
2室1厅,安怀村 ,63.21,148.0,23415.0
2室1厅,正泰大厦 ,95.88,238.0,24823.0
3室2厅,文化名园上筑园 ,133.72,395.0,29540.0
3室2厅,欧陆经典花园 ,145.84,360.0,24685.0
3室2厅,李府街12号 ,61.67,195.0,31620.0
3室1厅,仁恒翠竹园 ,130.94,535.0,40859.0
2室1厅,集庆路 ,51.67,160.0,30966.0
2室2厅,金贸新村 ,78.95,230.0,29133.0
2室1厅,兴贤佳园近贤苑 ,65.19,158.0,24237.0
2室2厅,御水湾花园 ,92.18,340.0,36885.0
3室1厅,典雅居 ,92.8,338.0,36423.0
2室2厅,武夷绿洲品茗苑 ,99.6,270.0,27109.0
3室1厅,凤凰西街188号 ,76.59,238.0,31075.0
3室1厅,合家春天 ,74.74,191.0,25556.0
1室1厅,丁家桥1-37号 ,39.24,122.0,31091.0
2室1厅,旭日景城 ,85.78,275.0,32059.0
2室2厅,品阁公寓 ,98.54,348.0,35316.0
2室1厅,后标营 ,58.48,163.0,27873.0
2室2厅,方圆绿茵 ,85.31,230.0,26961.0
1室1厅,新城市广场摩尔特区 ,54.28,153.0,28188.0
2室1厅,外港新村 ,61.94,170.0,27446.0
5室2厅,长阳花园 ,190.43,800.0,42011.0
3室2厅,碧水湾西园 ,109.44,280.0,25585.0
3室1厅,北苑一村 ,67.0,180.0,26866.0
2室2厅,江岸水城 ,99.3,210.0,21149.0
3室1厅,北门桥小区 ,95.62,300.0,31375.0
3室2厅,仲景公寓 ,109.53,290.0,26477.0
2室1厅,北苑一村 ,60.41,168.0,27810.0
1室0厅,托乐嘉单身公寓 ,36.52,85.0,23275.0
2室1厅,羊皮巷高层 ,60.72,212.0,34915.0
2室1厅,樱驼花园跃新园 ,56.08,158.0,28175.0
2室2厅,红山路170号 ,76.11,158.0,20760.0
2室1厅,莫愁新寓迎春里 ,52.33,175.0,33442.0
3室0厅,中央路 ,73.21,255.0,34832.0
2室1厅,二条巷 ,39.41,143.0,36286.0
3室2厅,武夷绿洲赏桂苑 ,139.23,345.0,24780.0
2室2厅,云河湾 ,65.15,268.0,41136.0
3室1厅,红花地 ,67.77,240.0,35414.0
2室2厅,四卫头小区 ,84.41,253.0,29973.0
3室2厅,良城美景家园 ,108.83,350.0,32161.0
4室2厅,枫丹白露枫丹花园 ,133.88,445.0,33239.0
1室1厅,银河湾福苑 ,51.09,210.0,41104.0
2室2厅,三山花园 ,102.86,380.0,36944.0
2室2厅,亚东国际公寓 ,76.05,282.0,37081.0
2室2厅,江佑铂庭 ,79.14,230.0,29063.0
3室1厅,百水芊城春水坊 ,105.65,232.0,21960.0
2室1厅,佳盛花园 ,61.25,173.0,28245.0
2室1厅,万达江南明珠 ,85.06,290.0,34094.0
3室2厅,赞成湖畔居 ,108.56,425.0,39149.0
3室1厅,月苑二村 ,79.66,198.0,24856.0
2室3厅,东渡新锐大厦 ,70.25,320.0,45552.0
1室1厅,美达上河明苑 ,60.63,198.0,32658.0
3室2厅,威尼斯水城第七街区 ,118.87,265.0,22294.0
3室1厅,开园 ,87.0,310.0,35633.0
2室1厅,常府街10至16号 ,50.74,175.0,34490.0
2室2厅,旭日爱上城第四区南区 ,74.25,192.0,25859.0
3室2厅,东郊小镇第二街区 ,91.12,190.0,20852.0
2室1厅,和会街 ,51.42,190.0,36951.0
2室2厅,达莱公寓 ,78.18,268.0,34280.0
2室2厅,雅居乐花园 ,96.09,440.0,45791.0
3室2厅,天元吉第城 ,106.3,270.0,25400.0
2室2厅,天润城第三街区 ,80.83,173.0,21403.0
2室1厅,姜圩路小区 ,62.68,140.0,22336.0
3室1厅,南理工小区竹园小区 ,79.81,315.0,39469.0
2室1厅,西瓜圃桥 ,47.27,128.0,27079.0
3室2厅,江南青年城蓝水苑 ,114.83,249.0,21685.0
3室2厅,诚品城 ,98.84,260.0,26306.0
2室1厅,南湾营馨康苑 ,65.27,135.0,20684.0
3室1厅,铜坊苑小区 ,85.25,205.0,24047.0
2室1厅,凤凰西街 ,54.08,172.0,31805.0
2室2厅,万达西地一期 ,74.85,316.0,42218.0
2室1厅,太平桥南 ,57.51,178.0,30952.0
1室1厅,大阳沟59号 ,39.84,105.0,26356.0
3室2厅,天润城第十街区 ,124.4,270.0,21705.0
3室2厅,天泰花园南区 ,134.15,288.0,21469.0
2室2厅,香格里拉东苑 ,104.45,440.0,42126.0
2室1厅,铁匠营 ,62.38,180.0,28856.0
1室1厅,科巷新寓 ,55.88,167.0,29886.0
3室2厅,天地新城天玑座 ,129.14,285.0,22070.0
2室1厅,台园 ,61.4,185.0,30131.0
2室1厅,建康路 ,66.82,245.0,36666.0
2室1厅,月苑四村 ,68.35,199.0,29115.0
2室2厅,天润城第十三街区 ,80.3,188.0,23413.0
3室2厅,天地新城天玑座 ,129.14,285.0,22070.0
1室1厅,科巷新寓 ,55.88,167.0,29886.0
3室2厅,银城东苑揽翠苑 ,118.55,475.0,40068.0
3室3厅,武夷绿洲赏桂苑 ,91.67,248.0,27054.0
3室2厅,明月港湾翠堤湾 ,124.31,300.0,24134.0
